YA-A.TUSU8PMPG	や-あ.つす8PMPG
YUSEUJY2PTNZAT	ゆせうJY2PTんざT
YUSEEURBI0WRUZ	ゆせえうRび0WるZ
YUSEMO-PURKS8E	ゆせも-ぷRKS8え
YUSEMOMRPUO!UJ	ゆせもMRぷお!うJ
YUZEA9SPOYMTUG	ゆぜあ9SぽYMつG
YUZEAKY.MZN6TB	ゆぜあKY.MZん6TB
YUSOKUNAT5PIU-	ゆそくなT5ぴう-
YUZOAZD4-GSBU-	ゆぞあZD4-GSぶ-
YUTAA-JUU-1ITU	ゆたあ-じゅう-1いつ
YUTAA-JUUT1-KS	ゆたあ-じゅうT1-KS
YUTAOS.GYS3MIT	ゆたおS.GYS3みT
YUTARIU.5HPEU-	ゆたりう.5Hぺう-
YUTYIHUE5GUWOT	ゆちぃふえ5ぐをT
YUTIENYE6UPPSU	ゆちえんYえ6うPPす
YUTINUOIT1MUOU	ゆちぬおいT1むおう
YUTYUGZSHDT!OA	ゆちゅGZSHDT!おあ
YUTYUE-AZ1D.BS	ゆちゅえ-あZ1D.BS
YUTYOSZGKBU7ES	ゆちょSZGKぶ7えS
YUTUAUO-I!JRSE	ゆつあうお-い!JRせ
YUTUURZ!MONBOA	ゆつうRZ!もんぼあ
YUTUZOZ3ATBMD.	ゆつぞZ3あTBMD.
YUTUZOOUUAKBM!	ゆつぞおううあKBM!
YUTURAYH0S.EBT	ゆつらYH0S.えBT
YUTE-EZJSIJD5Y	ゆて-えZJしJD5Y
YUTEOJIGDZ7.E-	ゆておじGDZ7.え-
YUTEYA-REO4GZZ	ゆてや-れお4GZZ
YUTEYASAMR.S3-	ゆてやさMR.S3-
YUTHOZ5-KGUPDS	ゆてょZ5-KぐPDS
YUTHONSDTUEO9-	ゆてょんSDつえお9-
YUTEROUJB-7EUZ	ゆてろうJB-7えうZ
YUTOAUHRNR-ET0	ゆとあうHRんR-えT0
YUTOU0IKIKE.ES	ゆとう0いきけ.えS
YUTOUGHZ.NB2PT	ゆとうGHZ.んB2PT
YUTOUI1M.ZBRSG	ゆとうい1M.ZBRSG
YUTOUN.-B0PUBA	ゆとうん.-B0ぷば
YUTOUNZM-3PUBA	ゆとうんZM-3ぷば
YUTOEZU1ID.-BU	ゆとえず1いD.-ぶ
YUTOZYUZB6TGBG	ゆとじゅZB6TGBG
YUTOTYEGH.5WPG	ゆとちぇGH.5WPG
YUNAUTMD-O6OTU	ゆなうTMD-お6おつ
YUNI-.IZMS6UDA	ゆに-.いZMS6うDあ
YUNIZIKUTHU!ZA	ゆにじくてゅ!ざ
YUNYAMUPST1HTU	ゆにゃむPST1Hつ
YUNUNK4O4DH1TG	ゆぬんK4お4DH1TG
YUNE-PSMW4OGOU	ゆね-PSMW4おごう
YUNERUY4OUJ-RA	ゆねるY4おうJ-ら
YUBAUT6RMSUZYE	ゆばうT6RMすZYえ
YUBATAZOG.4T.-	ゆばたぞG.4T.-
YUBATOUIU5NZTY	ゆばとういう5んZTY
YUBANY4Y9GE3SG	ゆばんY4Y9げ3SG
YUPA-PD-1.NESU	ゆぱ-PD-1.ねす
YUPA-SREP0Y.EG	ゆぱ-SれP0Y.えG
YUPAUIEW.E7TUU	ゆぱういえW.え7つう
YUPAO.-9SETDGZ	ゆぱお.-9せTDGZ
YUPAN-O9SYESTG	ゆぱん-お9SYえSTG
YUPANJTS9TPZSG	ゆぱんJTS9TPZSG
YUHI-UUE-5HDKS	ゆひ-ううえ-5HDKS
YUHIA!M!E8KNSG	ゆひあ!M!え8KんSG
YUHIIUT..M3BSE	ゆひいうT..M3Bせ
YUHIEAT!RUP.SU	ゆひえあT!るP.す
YUBIU0U.YAPTES	ゆびう0う.やPてS
YUBIMEZM03J!JG	ゆびめZM03J!JG
YUBINSMM80I5JG	ゆびんSMM80い5JG
YUHUOB4D98NTGG	ゆふおB4D98んTGG
YUBU-PGPA-J5UZ	ゆぶ-PGぱ-J5うZ
YUBU-TUHRAZE9S	ゆぶ-つHらぜ9S
YUBUEMYD63UD8G	ゆぶえMYD63うD8G
YUBUNEPSR-O7GZ	ゆぶねPSR-お7GZ
YUPUIUGSIS1NWT	ゆぷいうGしS1んWT
YUPUUHTPPG0AM.	ゆぷうHTPPG0あM.
YUPUUYEIZEA7TU	ゆぷうYえいぜあ7つ
YUPUE9JP.ZBTSE	ゆぷえ9JP.ZBTせ
YUPUOM2MOSBNU.	ゆぷおM2もSBぬ.
YUPUSEP8UNWEIT	ゆぷせP8うんゑいT
YUPUSEYED-0PON	ゆぷせYえD-0ぽん
YUPUNSUPJHPT5M	ゆぷんすPJHPT5M
YUHEU6U413!S!5	ゆへう6う413!S!5
YUHEOGPURHUT!-	ゆへおGぷRふT!-
YUBEEMWKU2Z.ON	ゆべえMWく2Z.おん
YUBEZE9APUWUU-	ゆべぜ9あぷWうう-
YUBETU0AZYBRUZ	ゆべつ0あZYBるZ
YUBEPUOGW0TUJ-	ゆべぷおGW0つJ-
YUPEAZK-JGZR5M	ゆぺあZK-JGZR5M
YUPEU-SYIG1NPS	ゆぺう-SYいG1んPS
YUPEUGTDZ1IWUZ	ゆぺうGTDZ1いWうZ
YUPEO-WN.3ETBU	ゆぺお-Wん.3えTぶ
YUHOTU5KTZKPSG	ゆほつ5KTZKPSG
YUBOUBZOGS!RN-	ゆぼうBぞGS!Rん-
YUBOE.KSOSD-!U	ゆぼえ.KそSD-!う
YUBONTUOG-D0WS	ゆぼんつおG-D0WS
YUPOUZBEYMS.2G	ゆぽうZべYMS.2G
YUPONEWK4.STES	ゆぽねWK4.SてS
YUPOPUTSSK0MJG	ゆぽぷTSSK0MJG
YUMANIK3Z!M8EE	ゆまにK3Z!M8ええ
YUMIUTEOS4ZAYU	ゆみうておS4ざゆ
YUMIED0N15MYHN	ゆみえD0ん15MYHん
YUMEAO4KJUZTMZ	ゆめあお4KじゅZTMZ
YUMEKI0PN.ZZRA	ゆめき0Pん.ZZら
YUYAAUANUWEM!-	ゆやあうあぬゑM!-
YUYAEGD0U4D8JT	ゆやえGD0う4D8JT
YUYAEGEP-3S-SY	ゆやえげP-3S-SY
YUYUAEEEWRRSZ!	ゆゆあえええWRRSZ!
YUYUOJGPMOST5M	ゆゆおJGPもST5M
YUYOKEE.34E4KG	ゆよけえ.34え4KG
YURA-NDOS0TZPG	ゆら-んDおS0TZPG
YURAZUZP2UIUEM	ゆらずZP2ういうえM
YURAN4S1580T05	ゆらん4S1580T05
YURI-ME3ZOGOTU	ゆり-め3ぞごつ
YURIAPU0SMGSSY	ゆりあぷ0SMGSSY
YURIRE4!GYG!BB	ゆりれ4!GYG!BB
YURUIP.6SBSGE-	ゆるいP.6SBSげ-
YURUEEYOWWGET0	ゆるええよWWげT0
YURUENPAYEWST0	ゆるえんぱYえWST0
YURUSAOT-MSH9G	ゆるさおT-MSH9G
YUREE38O5950T0	ゆれえ38お5950T0
YURERIOEU6TUMZ	ゆれりおえう6つMZ
YUREWISG3PE-UZ	ゆれゐSG3ぺ-うZ
YUREN.HSTIMH4S	ゆれん.HSちMH4S
YURENBKO0SMIUZ	ゆれんBこ0SみうZ
YURENP-ZUYE5PA	ゆれんP-ずYえ5ぱ
YURENPK3NG4H4S	ゆれんPK3んG4H4S
YUROSUM-HAKN5M	ゆろすM-はKん5M
YUROTASENJ!WTU	ゆろたせんJ!Wつ
YUWIOGJ0TPSUTG	ゆゐおGJ0TPすTG
YUWIWE5OUR-UEG	ゆゐゑ5おうR-うえG
YUWEEUSJRDPSZ!	ゆゑえうSJRDPSZ!
YUWESAUROMUY5M	ゆゑさうろむY5M
YUWOUTETIN.A4S	ゆをうてちん.あ4S
YUWON4GDN1ND2U	ゆをん4GDん1んD2う
YUN--A.YE5WJMA	ゆん--あ.Yえ5WJま
YUN-D5AUKWZIES	ゆん-D5あうKWじえS
YUN-PSJ3TPPNSE	ゆん-PSJ3TPPんせ
YUN-ABN07E6MKG	ゆん-あBん07え6MKG
YUN-ASZSDEO4TY	ゆん-あSZSDえお4TY
YUN-UORBESODZ!	ゆん-うおRべそDZ!
YUN-E8G105!H41	ゆん-え8G105!H41
YUN-EN-8-GHPWA	ゆん-えん-8-GHPわ
YUN-OOTU-DB8SE	ゆん-おおつ-DB8せ
YUNKAGB!HG6ZM!	ゆんかGB!HG6ZM!
YUNKAEG0J!H!IT	ゆんかえG0J!H!いT
YUNKUIG3RD0O2G	ゆんくいG3RD0お2G
YUNKEA60KOGMM!	ゆんけあ60こGMM!
YUNZAOHN.SI8.G	ゆんざおHん.し8.G
YUNSOOITRMJ5TU	ゆんそおいTRMJ5つ
YUNPIHB6SUUTTU	ゆんぴHB6すうTつ
YUNBUPT1UUOIMZ	ゆんぶPT1ううおいMZ
YUNBE7EOZRZGK-	ゆんべ7えおZRZGK-
YUNBE9A5NMH7.M	ゆんべ9あ5んMH7.M
YUNPOMD53JGD9U	ゆんぽMD53JGD9う
YUNMA2ZGM9IJE0	ゆんま2ZGM9いJえ0
YUNMA40EINA7.M	ゆんま40えいな7.M
YUNMEMHBK!16NU	ゆんめMHBK!16ぬ
YUNRAK3IUB5G9U	ゆんらK3いうB5G9う
YUNRAK6RED5G9U	ゆんらK6れD5G9う
YUNREOGH-MO2M.	ゆんれおGH-も2M.
YUNWEJODI0TMSU	ゆんゑじょDい0TMす
YUNWOTGSGA2YS-	ゆんをTGSが2YS-
YUNWOEGIUWWG5M	ゆんをえぎうWWG5M
YUNN!I6JIGM2SE	ゆんん!い6じGM2せ
YUNNR83TB3BKSG	ゆんんR83TB3BKSG
YUNNWTRS1OEITU	ゆんんWTRS1おえいつ
YO--UAANT2GYSU	よ--うああんT2GYす
YO--EG6RPBGZUU	よ--えG6RPBGずう
YO--HUG4HNE-BU	よ--ふG4Hね-ぶ
YO--MIE.DG.A3S	よ--みえ.DG.あ3S
YO-I.0U.R0G151	よ-い.0う.R0G151
YO-U4ESBUA.EY-	よ-う4えSぶあ.えY-
YO-U4OANT.RMES	よ-う4おあんT.RめS
YO-UD3DB9GG8GZ	よ-うD3DB9GG8GZ
YO-UG-OGP5BZYG	よ-うG-おGP5BZYG
YO-UPHTPKU0UEG	よ-うPHTPく0うえG
YO-UPBU-GZ1GYE	よ-うPぶ-GZ1GYえ
YO-URBTUPSNJE0	よ-うRBつPSんJえ0
YO-URR5E-EKSJS	よ-うRR5え-えKSJS
YO-US.UDS2BIGZ	よ-うS.うDS2びGZ
YO-UTD5.UAHGWT	よ-うTD5.うあHGWT
YO-UOMG3ZKRTES	よ-うおMG3ZKRてS
YO-UKOY5EENPTU	よ-うこY5ええんPつ
YO-UPEE4ZTYGJS	よ-うぺえ4ZTYGJS
YO-E--R3DGHUSS	よ-え--R3DGふSS
YO-EG4SRPHU.E-	よ-えG4SRPふ.え-
YO-ET4Y.ETHGOU	よ-えT4Y.えTHごう
YO-EWYGI!EOGG.	よ-えWYぎ!えおGG.
YO-EAP4TIUG.UZ	よ-えあP4ちうG.うZ
YO-EI.EUS1YDTU	よ-えい.えうS1YDつ
YO-EIS.EU1YDTU	よ-えいS.えう1YDつ
YO-O2MGNGROTUZ	よ-お2MGんGろつZ
YO-ODNG4GD40UJ	よ-おDんG4GD40うJ
YO-OU1NMPDZTUG	よ-おう1んMPDZつG
YO-OUEUMPYD0SG	よ-おうえうMPYD0SG
YO-OTIGTSG.3KS	よ-おちGTSG.3KS
YO-GESEENW8DY-	よ-げせえんW8DY-
YO-SAUNJR!RTES	よ-さうんJR!RてS
YO-SUD.T9OBNSE	よ-すD.T9おBんせ
YO-NE37NMGJAM!	よ-ね37んMGじゃM!
YO-NOMZDS4EINU	よ-のMZDS4えいぬ
YO-NOP5GUAUTK-	よ-のP5ぐあうTK-
YO-PE9RE.EIUSU	よ-ぺ9れ.えいうす
YO-RAD.TSSJ!SG	よ-らD.TSSJ!SG
YO-RE6MRRGZESU	よ-れ6MRRGぜす
YO-WE.S2GMDUHN	よ-ゑ.S2GMDうHん
YO-N.TRETOK3ES	よ-ん.TれとK3えS
YO-N6MMEBRJUSU	よ-ん6MめBRじゅす
YO-ND8G43ODMGU	よ-んD8G43おDMぐ
YO-NZNMKOU.2MA	よ-んZんMこう.2ま
YOA-PYUY5GMSSG	よあ-PゆY5GMSSG
YOA-TNS4PUPEN.	よあ-TんS4ぷぺん.
YOA-W.DTU5GWSG	よあ-W.Dつ5GWSG
YOAA.0TGBYMNT.	よああ.0TGBYMんT.
YOAAKTDU-UZ!SU	よああKTDう-うZ!す
YOAU9NREMUSPS-	よあう9んれむSPS-
YOAUB.TG.IT1U-	よあうB.TG.いT1う-
YOAUMGGY4I3G9U	よあうMGGY4い3G9う
YOAUMMDOZT8TUU	よあうMMDおZT8つう
YOAUZ2BUMZD-UU	よあうZ2ぶMZD-うう
YOAE-S2GMIRN..	よあえ-S2GみRん..
YOAEDM39.4YGGU	よあえDM39.4YGぐ
YOAETS-UU-J2YG	よあえTS-うう-J2YG
YOAETPIWGUNN!.	よあえTぴWぐんん!.
YOAEY7G-BE-NU.	よあえY7G-べ-ぬ.
YOAEUGUR.WB-T0	よあえうぐR.WB-T0
YOAEE!UTIJK.T.	よあええ!うちJK.T.
YOAO-TBNND0TN.	よあお-TBんんD0Tん.
YOAGUTO-5NR-KS	よあぐと-5んR-KS
YOAZUGNPTY!OTG	よあずGんPTY!おTG
YOAZE9TUBZD-UU	よあぜ9つBZD-うう
YOATOEN.NUPTR!	よあとえん.ぬPTR!
YOANOU.TDT.E7T	よあのう.TDT.え7T
YOABU.TZIE4-UU	よあぶ.Tじえ4-うう
YOABUUM4SUW.E-	よあぶうM4すW.え-
YOABUUMUZ3-TEY	よあぶうむZ3-てY
YOAN4JDNR4-U5G	よあん4JDんR4-う5G
YOANK9D5D.U4SG	よあんK9D5D.う4SG
YOANST-M4WAUUU	よあんST-M4わううう
YOANSPUSMG3TY-	よあんSぷSMG3TY-
YOI-GGN3JMHM!5	よい-GGん3JMHM!5
YOIA0E!GKNKNT0	よいあ0え!GKんKんT0
YOIAUTGU0DS-SY	よいあうTぐ0DS-SY
YOIANUDN54RG9U	よいあぬDん54RG9う
YOIU5WGUUPPNE-	よいう5WぐうPPね-
YOIUS.MU2DSAU-	よいうS.む2Dさう-
YOIUITSUTE1Y.G	よいういTすて1Y.G
YOIUES0TSDR.EY	よいうえS0TSDR.えY
YOIUSUNB-P5UEY	よいうすんB-P5うえY
YOIUNMJ5!NJ2EM	よいうんMJ5!んJ2えM
YOIEY-.U1GTBSU	よいえY-.う1GTBす
YOIEOUGUTNP-5Y	よいえおうぐTんP-5Y
YOIEGU5DTZ.RWS	よいえぐ5DTZ.RWS
YOIO-9EGTNJMSU	よいお-9えGTんJMす
YOIGOMGM.T3ZKS	よいごMGM.T3ZKS
YOIJUG.TPR5SE-	よいじゅG.TPR5せ-
YOISUUIOUM7TUG	よいすういおうM7つG
YOINEGWN3NE7M!	よいねGWん3ね7M!
YOINEEU-RS3WTU	よいねえう-RS3Wつ
YOIN!0MMJ4JGES	よいん!0MMJ4JげS
YOIN4ENA0IMG!.	よいん4えな0いMG!.
YOIN9ZDMN6G5EM	よいん9ZDMん6G5えM
YOU--5OR-RNAEG	よう--5おR-RなえG
YOU-.GBNG6SPPT	よう-.GBんG6SPPT
YOU-.NDJE5SPPT	よう-.んDJえ5SPPT
YOU-M2DUSYAZSG	よう-M2DうしゃZSG
YOU-M9RSSYAUEE	よう-M9RSしゃうええ
YOU-PZ5DGE.DWS	よう-PZ5Dげ.DWS
YOU-EPJPUED.T0	よう-えPJぷえD.T0
YOU-SEY5BZUKBU	よう-せY5BずKぶ
YOU-HESMRSG9RS	よう-へSMRSG9RS
YOU-NG1NYPPTES	よう-んG1んYPPてS
YOUA!BERSSG.-Y	ようあ!べRSSG.-Y
YOUA.ZJNH0GZD.	ようあ.ZJんH0GZD.
YOUAG8I9N4UDTG	ようあG8い9ん4うDTG
YOUAH.UR-TBG5-	ようあH.うR-TBG5-
YOUAP--GO5NGTY	ようあP--ご5んGTY
YOUAR8N4DKNT5G	ようあR8ん4DKんT5G
YOUAS7ETUPNM.R	ようあS7えつPんM.R
YOUASNTPUU!AMY	ようあSんTぷう!あMY
YOUAZ-9-UGTADS	ようあZ-9-うGたDS
YOUANZ4-.UEBPT	ようあんZ4-.うえBPT
YOUI.PSEN7RSTG	ようい.Pせん7RSTG
YOUIGPWGGWS!SU	よういGPWGGWS!す
YOUIGNTZRW4SSE	よういGんTZRW4Sせ
YOUIOPTUERNG0-	よういおPつえRんG0-
YOUU0JTEKTWRES	ようう0JてKTWれS
YOUU2EKOM.-OTG	ようう2えこM.-おTG
YOUU3G4M.K5KDA	ようう3G4M.K5KDあ
YOUU51NG9IGDDY	ようう51んG9いGDDY
YOUUD4D0D8KEGZ	よううD4D0D8けGZ
YOUUGB6DBUT-ZZ	よううGB6DぶT-ZZ
YOUUMGB1WZTUEY	よううMGB1WZつえY
YOUUSB6ZHJNNN.	よううSB6ZHJんんん.
YOUUSS5WGMTJYB	よううSS5WGMTJYB
YOUUT.EHK5BSTY	よううT.えHK5BSTY
YOUUTMO6BITNUU	よううTも6びTぬう
YOUUZNY-BS3EBT	よううZんY-BS3えBT
YOUUIMPGZ.1PTG	ようういMPGZ.1PTG
YOUUU!POE-AGK-	よううう!ぽえ-あGK-
YOUUO-S-E8GKBT	よううお-S-え8GKBT
YOUUOT-D-HGZ2G	よううおT-D-HGZ2G
YOUUKEGP0OT-YE	よううけGP0おT-Yえ
YOUUMUMAPJS7TU	よううむまPJS7つ
YOUE-!WAAGRTU.	ようえ-!わあGRつ.
YOUE.SKT2JTHTU	ようえ.SKT2JTHつ
YOUE0TBOSKGYU-	ようえ0TぼSKぎゅ-
YOUEGT0ZPIURKS	ようえGT0ZぴうRKS
YOUEY5UT.I.BSB	ようえY5うT.い.BSB
YOUEYTRHST-5JG	ようえYTRHST-5JG
YOUEYISU3-TZDE	ようえYいす3-TZDえ
YOUEITWSS.G5DY	ようえいTWSS.G5DY
YOUEU2M.ROTTHN	ようえう2M.ろTTHん
YOUETAPNP.G5-Y	ようえたPんP.G5-Y
YOUO!-MUNBPGOU	ようお!-むんBPごう
YOUOGT7SURMEJ-	ようおGT7すRめJ-
YOUOSHTKND5UT-	ようおSHTKんD5うT-
YOUOTW!NGNEROT	ようおTW!んGねろT
YOUONUEMP4TZYE	ようおぬえMP4TZYえ
YOUGAS-3.PMTYE	ようがS-3.PMちぇ
YOUGIS4PWG-.ES	ようぎS4PWG-.えS
YOUGU5KYE3B9KG	ようぐ5KYえ3B9KG
YOUGUB2AT-ZZD.	ようぐB2あT-ZZD.
YOUKES2YTO.-EG	ようけS2Yと.-えG
YOUGE3DYU79KEG	ようげ3Dゆ79けG
YOUGEWZ2NTSSDY	ようげWZ2んTSSDY
YOUGO.MU6DPTE-	ようご.む6DPて-
YOUGOGWTH2--GU	ようごGWTH2--ぐ
YOUGOYSGTWTHG!	ようごYSGTWTHG!
YOUSAPPNEU!-D.	ようさPPねう!-D.
YOUZADTSYG-Z2G	ようざDTSYG-Z2G
YOUSID.-S.BP5G	ようしD.-S.BP5G
YOUSIS8TDBS-G.	ようしS8TDBS-G.
YOUZIS58435G!5	ようじS58435G!5
YOUZE.MBOT4UEY	ようぜ.MぼT4うえY
YOUTIK-OEE0UUR	ようちK-おええ0ううR
YOUTU4ZBZZGD-A	ようつ4ZBZZGD-あ
YOUTUBJTDSA-.0	ようつBJTDさ-.0
YOUTUBJTBEZR.0	ようつBJTべZR.0
YOUTEBR.ZYAG5-	ようてBR.じゃG5-
YOUNI3SUSBTE-Y	ように3すSBて-Y
YOUNI43.GG4KSB	ように43.GG4KSB
YOUNU!REBZWRES	ようぬ!れBZWれS
YOUNO.DETT5OMY	ようの.DえTT5おMY
YOUBATTZU0NRYE	ようばTTず0んRYえ
YOUPUSUI7GMMOU	ようぷすい7GMもう
YOUBE!PRZNKSSU	ようべ!PRZんKSす
YOUPEBU-ZNH4TU	ようぺぶ-ZんH4つ
YOUMUDN24NDJ3S	ようむDん24んDJ3S
YOUMUN9SSWDSSB	ようむん9SSWDSSB
YOUME!R.APUWSG	ようめ!R.あぷWSG
YOUMESWURP-J5G	ようめSWうRP-J5G
YOUMEATTHKY0G.	ようめあTTHKY0G.
YOUMOPZGTPGD.0	ようもPZGTPGD.0
YOUMOUEPY5B-G.	ようもうえPY5B-G.
YOURA.2N-GBSS-	ようら.2ん-GBSS-
YOURE-GEBWSU8-	ようれ-げBWす8-
YOUN-!TPJOGUAT	ようん-!TPじょぐあT
YOUN.TH!ODGIE-	ようん.TH!おDぎえ-
YOUNB914DEDNU.	ようんB914DえDぬ.
YOUND-D33MR5JG	ようんD-D33MR5JG
YOUNDJ94GG1TYE	ようんDJ94GG1ちぇ
YOUNDPNU6TOTE-	ようんDPぬ6とて-
YOUNDRSPZMG1S-	ようんDRSPZMG1S-
YOUNGTS3IEYTWS	ようんGTS3いえYTWS
YOUNJSTDTTO5J-	ようんJSTDTと5J-
YOUNW!DAMOG.E-	ようんW!DあもG.え-
YOUNWYEUPSBG5-	ようんWYえうPSBG5-
YOUNNOND7TMSHT	ようんのんD7TMSHT
YOE-5UHEB-RU.R	よえ-5うへB-る.R
YOEAR5.G-B.TSY	よえあR5.G-B.TSY
YOEI5GOTRRUZ.M	よえい5ごTRるZ.M
YOEI9N8M9MNSEE	よえい9ん8M9Mんせえ
YOEU-G-YE3PESY	よえう-G-Yえ3ぺSY
YOEU.T.EDWW2SG	よえう.T.えDWW2SG
YOEUBS.IRT.T8E	よえうBS.いRT.T8え
YOEUJN35DTK4D.	よえうJん35DTK4D.
YOEUMKE.AR0EY-	よえうMけ.あR0えY-
YOEUST5JOTR.KM	よえうST5じょTR.KM
YOEUTHY-GY5RSE	よえうTHY-GY5Rせ
YOEUTJ-W2G.SPG	よえうTJ-W2G.SPG
YOEUUT3EW-JBU-	よえううT3えW-Jぶ-
YOEUUIZDYTST8E	よえうういZDYTST8え
YOEUZITS5RK.PG	よえうじTS5RK.PG
YOEUTERPMUW0UJ	よえうてRPむW0うJ
YOEUTEPIYUT0UJ	よえうてぴゆT0うJ
YOEUNEMJT8TOMY	よえうねMJT8とMY
YOEUYUMSUWWB5G	よえうゆMすWWB5G
YOEUN4MWJENPS-	よえうん4MWJえんPS-
YOEEGSITSRY9UZ	よええGしTSRY9うZ
YOEETGU0KYTWHN	よええTぐ0KYTWHん
YOEEKUPSMR1U.-	よええくPSMR1う.-
YOEO!-NJUPDGMZ	よえお!-んじゅPDGMZ
YOEOSRNSNTRD!Z	よえおSRんSんTRD!Z
YOEOUDTSK-4GZZ	よえおうDTSK-4GZZ
YOEOUIMUTR4GZZ	よえおういむTR4GZZ
YOEKUGZSPYI5TU	よえくGZSPYい5つ
YOEGUTWSORM3N-	よえぐTWそRM3ん-
YOESIURW!USGYE	よえしうRW!うSGYえ
YOESEUKRY-PUE0	よえせうKRY-ぷえ0
YOETIM8UNUANWT	よえちM8うぬあんWT
YOENE6U.TMDZYB	よえね6う.TMDZYB
YOENOM5SPR-G.R	よえのM5SPR-G.R
YOEBU0RUWRE.E-	よえぶ0るWれ.え-
YOEYARS9E.EUT-	よえやRS9え.えうT-
YOEN1-IG8NGIM!	よえん1-いG8んぎM!
YOENG4ZWBUI.E-	よえんG4ZWぶい.え-
YOENG7AU-RTSSY	よえんG7あう-RTSSY
YOENHGJBG9!M!Z	よえんHGJBG9!M!Z
YOENPKE.SP7TUU	よえんPけ.SP7つう
YOENZ-S!DWPGGJ	よえんZ-S!DWPGGJ
YOENTAGZUM9OMY	よえんたGずM9おMY
YOO-!5ZH5!U0ES	よお-!5ZH5!う0えS
YOO-SU5BGYIGU-	よお-す5BGYいぐ-
YOOAMNM.G!SRKS	よおあMんM.G!SRKS
YOOASYU-M.G2TG	よおあしゅ-M.G2TG
YOOU!BYNTUZATG	よおう!BYんつざTG
YOOU-OEM4I-GUU	よおう-おえM4い-ぐう
YOOUG-DUHMT!OU	よおうG-DうHMT!おう
YOOUH4N4DGUKG!	よおうH4ん4DぐKG!
YOOUMBZ3NUTRE-	よおうMBZ3ぬTれ-
YOOUT.EWZDMGU2	よおうT.えWZDMぐ2
YOOUT5ZTP0055Z	よおうT5ZTP0055Z
YOOUTR!MSGNIHN	よおうTR!MSGにHん
YOOUTA!NTN-URA	よおうた!んTん-うら
YOOUTEUGYKMO5-	よおうてうGYKも5-
YOOUMUTOENM9RS	よおうむとえんM9RS
YOOUNJNG8.MAZZ	よおうんJんG8.まZZ
YOOEG.DT5-RJS-	よおえG.DT5-RJS-
YOOERTN.AU!ITU	よおえRTん.あう!いつ
YOOEUAM.TBU.4-	よおえうあM.Tぶ.4-
YOOENG.-KPB.5M	よおえんG.-KPB.5M
YOOOGYTGRM!.ES	よおおGYTGRM!.えS
YOOOM!T.D.UEPG	よおおM!T.D.うえPG
YOOZUTTNRE1-KG	よおずTTんれ1-KG
YOOTUN1N-EDWTU	よおつん1ん-えDWつ
YOOMAN5UTUWKTU	よおまん5うつWKつ
YOONRSKD-T0ESU	よおんRSKD-T0えす
YOGATU7TZBYGUZ	よがつ7TZBYぐZ
YOGUO7EZRTMUJT	よぐお7えZRTむJT
YOGUN7D5RG4RHN	よぐん7D5RG4RHん
YOKEA9T.OUSGT-	よけあ9T.おうSGT-
YOGETUS3WRZYEM	よげつS3WRZYえM
YOGO-RNUA.T!AT	よご-Rぬあ.T!あT
YOGOTEP6MUGR.-	よごてP6むGR.-
YOSA-2IU.TSGD.	よさ-2いう.TSGD.
YOSANO!NRSTYTG	よさの!んRSTYTG
YOSIOTDZU.D-5G	よしおTDず.D-5G
YOSYAMPU.-SG2G	よしゃMぷ.-SG2G
YOJARS-TD0GTUZ	よじゃRS-TD0GつZ
YOJATT0.GGTRWS	よじゃTT0.GGTRWS
YOJU-T!NTAPGOU	よじゅ-T!んたPごう
YOJU0MRSZPDSTG	よじゅ0MRSZPDSTG
YOJU2!DDG.G1D.	よじゅ2!DDG.G1D.
YOJU8AGNM!MAM!	よじゅ8あGんM!まM!
YOZYUTG-ODE9SE	よじゅTG-おDえ9せ
YOJUETUM-AU9OT	よじゅえつM-あう9おT
YOJUEMEMJ0K3M!	よじゅえめMJ0K3M!
YOSU--B1BZGUGY	よす--B1BZぐGY
YOSU-KSGRT7HSG	よす-KSGRT7HSG
YOSUEJ4-TEGYWS	よすえJ4-てGYWS
YOSUET.DPD0ZYE	よすえT.DPD0ZYえ
YOSUO-KEZDTN2U	よすお-けZDTん2う
YOSUNSTPP5DNJ-	よすんSTPP5DんJ-
YOZUITPT3GENSY	よずいTPT3げんSY
YOZUBE4KTJ-SSU	よずべ4KTJ-Sす
YOSE-PJ5SRKMUU	よせ-PJ5SRKむう
YOSEUTKAI5U.TY	よせうTかい5う.TY
YOSEOM!UPU.DKS	よせおM!うぷ.DKS
YOSEZI5NKDU-KS	よせじ5んKDう-KS
YOSETYE6SRKMUU	よせちぇ6SRKむう
YOSEPEYKNUS7TU	よせぺYKぬS7つ
YOSERAMSNMY7NU	よせらMSんMY7ぬ
YOSEN4GKDR64NU	よせん4GKDR64ぬ
YOZEU7DUZSDGWT	よぜう7DうZSDGWT
YOZEN2UDPZSKTU	よぜん2うDPZSKつ
YOSOUUIURET0KM	よそうういうれT0KM
YOZOKU-REUBG5-	よぞく-れうBG5-
YOTAUS-O4MJGU-	よたうS-お4MJぐ-
YOTYAETSSUKU8M	よちゃえTSすく8M
YOTU-.P1RSNIEG	よつ-.P1RSにえG
YOTUAD2TUMH.UZ	よつあD2つMH.うZ
YOTUI-PNU1USKE	よつい-Pぬ1うSけ
YOTUI-PNU6UATG	よつい-Pぬ6うあTG
YOTUI.DTOJU5E-	よつい.Dとじゅ5え-
YOTUI0EKEROU-U	よつい0えけろう-う
