HAA-8.GM4MMN5Y	はあ-8.GM4MMん5Y
HEUETJI9K!ZG8M	へうえTじ9K!ZG8M
HEUE!-IGK7JRN0	へうえ!-いGK7JRん0
HEUEUTR7.WSBYU	へうえうTR7.WSBゆ
HEUESUUW9YTWDS	へうえすうW9YTWDS
HEUOZBRSYTU4N-	へうおZBRSYつ4ん-
HEUKASRZT.4PU-	へうかSRZT.4ぷ-
HEUKI-GE8!I7NU	へうき-げ8!い7ぬ
HEUKE1Z2KNKN!-	へうけ1Z2KんKん!-
HEUSUKRR1IUT-Z	へうすKRR1いうT-Z
HE-UZUP9.PDBSU	へ-うずP9.PDBす
HE-UBAKP0R.U.M	へ-うばKP0R.う.M
HEUPIEYJU-TN5Y	へうぴえYじゅ-Tん5Y
HEUBU.R6ETR-SY	へうぶ.R6えTR-SY
HEUBUUEW.4R-WS	へうぶうえW.4R-WS
HEUPET.SAU9YTY	へうぺT.さう9YTY
HEUME91KY-M5NJ	へうめ91KY-M5んJ
HEUN0M7MDDJZ5Y	へうん0M7MDDJZ5Y
HEUN81U!0!NW91	へうん81う!0!んW91
HEUNH1UM4N!IMY	へうんH1うM4ん!いMY
HEUNJKONGB-!7!	へうんJこんGB-!7!
HEU-NJMA6!.DD!	へう-んJま6!.DD!
HEUNK1NMD0D7-Z	へうんK1んMD0D7-Z
HEUNPEWRJ9TE.-	へうんぺWRJ9て.-
HEUNMEJRIS!98M	へうんめJりS!98M
HEE-2-N4HYGN!J	へえ-2-ん4HYGん!J
HEE-5JKK9S5.KM	へえ-5JKK9S5.KM
HE-E9GKH!3NPM.	へ-え9GKH!3んPM.
HEE-D6ZKMN3!YG	へえ-D6ZKMん3!YG
HE-EG2NYJK2M.0	へ-えG2んYJK2M.0
HE-E-.GJ.Y4APT	へ-え-.GJ.Y4あPT
HE-EJ56KNMGT9Y	へ-えJ56KんMGT9Y
HE-EM6KUM4G8J-	へ-えM6くM4G8J-
HEEA!307!0!ZUZ	へえあ!307!0!ずZ
HEEA9Y!NKE-!UJ	へえあ9Y!んけ-!うJ
HEEAM8N-U8MD9-	へえあM8ん-う8MD9-
HEEAZ!Y5KK.KG!	へえあZ!Y5KK.KG!
HEEI0K.G.K4W5M	へえい0K.G.K4W5M
HEEID0.-2GJ9.M	へえいD0.-2GJ9.M
HEEIG7!JU7MNYU	へえいG7!じゅ7Mにゅ
HEEI.G94HN!YE-	へえい.G94Hん!Yえ-
HEEIGK7Y5DN-.0	へえいGK7Y5Dん-.0
HEEIJKB!U!.0D.	へえいJKB!う!.0D.
HEEI!KR.K3E0N-	へえい!KR.K3え0ん-
HEEIWNM3YYENT.	へえいWんM3YYえんT.
HEEIYD000NKKTU	へえいYD000んKKつ
HEEIYD!0!JNJTU	へえいYD!0!JんJつ
HEEII!ZIUTZZU-	へえいい!じうTZず-
HEEI!!EK9HUNYU	へえい!!えK9ふにゅ
HEEIGEWN!9KR.0	へえいげWん!9KR.0
HEEU-07!!0JO05	へえう-07!!0じょ05
HEEU2ZKRRY-SSU	へえう2ZKRRY-Sす
HEEU6J.!!UKBKM	へえう6J.!!うKBKM
HEEU8NIKTI59.M	へえう8にKち59.M
HEEU9HD.KMN1-!	へえう9HD.KMん1-!
HEEUGMHWN!97YG	へえうGMHWん!97YG
HEEU-MJN4ZKM91	へえう-MJん4ZKM91
HEEUMW8GPPG.Y-	へえうMW8GPPG.Y-
HEEU-RHG9NWTSY	へえう-RHG9んWTSY
HEEUYHWMPUUG!Y	へえうYHWMぷうG!Y
HEEUO-.2R-YRSG	へえうお-.2R-YRSG
HEEUN-EAZ-WW!-	へえうん-えあZ-WW!-
HEEE6KUK9MZG9-	へええ6くK9MZG9-
HEEE.8KM9DE7.-	へええ.8KM9Dえ7.-
HEEE9!EZYNK0DY	へええ9!えZYんK0DY
HEEEMK9NJS0R9-	へええMK9んJS0R9-
HEEEPJR.9TI-U.	へええPJR.9ち-う.
HEEE--RJB!Z-ZZ	へええ--RJB!Z-ZZ
HEEEYTJJ9N7UM!	へええYTJJ9ん7うM!
HE-EEU9KG6JM9-	へ-ええう9KG6JM9-
HEEOM!K8.D.IG!	へえおM!K8.D.いG!
HEEKI7!NE8.YTG	へえき7!ね8.YTG
HEEGUJ-M91MJ9-	へえぐJ-M91MJ9-
HE-ESONBZY-!MZ	へ-えそんBZY-!MZ
HEETI3NJ!KN5Y-	へえち3んJ!Kん5Y-
HEEMURMJ3I!NY0	へえむRMJ3い!んY0
HEEYUTRDU8PTZZ	へえゆTRDう8PTZZ
HE-EN0RE9JK-9E	へ-えん0れ9JK-9え
HE-EN2YG48MH.M	へ-えん2YG48MH.M
HE-EN4-57DNJJ-	へ-えん4-57DんJJ-
HEEN7JSMJG!YR!	へえん7JSMJG!YR!
HEEN8J--NY42EM	へえん8J--んY42えM
HEEN--8T9EDJ8M	へえん--8T9えDJ8M
HEEN91EK-YJUM!	へえん91えK-YじゅM!
HEEN9.D1RMIN0-	へえん9.D1Rみん0-
HEEN9YKAM0G5-Y	へえん9YかM0G5-Y
HEENPYNND7N1!-	へえんPYんんD7ん1!-
HEENY74N-W3NEM	へえんY74ん-W3ねM
HEENYDZNIN24Z!	へえんYDZにん24Z!
HEEN.-.ZMY4OYB	へえん.-.ZMY4おYB
HEEN!.I-D8IN2U	へえん!.い-D8いん2う
HEENKI9MRY5E.0	へえんき9MRY5え.0
HEO-0OKNMS-TMZ	へお-0おKんMS-TMZ
HE-O1NNZKK!DG!	へ-お1んんZKK!DG!
HEO-3ZRSTTDNYU	へお-3ZRSTTDにゅ
HEO-GMN!89IKSG	へお-GMん!89いKSG
HEO--RGYRK0NSE	へお--RGYRK0んせ
HEO-SPTGYRN2.U	へお-SPTGYRん2.う
HEO-Z-SR0IEMN-	へお-Z-SR0いえMん-
HEOAMKM9TG.9N0	へおあMKM9TG.9ん0
HEOIMZU5-IMZU-	へおいMず5-いMず-
HEOUJS!RTRSRM.	へおうJS!RTRSRM.
HEOUSW-TYGS4D.	へおうSW-TYGS4D.
HEOUYPESM4-U.R	へおうYぺSM4-う.R
HEOSU90R4545.0	へおす90R4545.0
HEOPE7.TKYUTUU	へおぺ7.Tきゅつう
HEOPOU4NUMTR.-	へおぽう4ぬMTR.-
HEOYUUBRZ9MTSU	へおゆうBRZ9MTす
HEONKY7N2M0GMU	へおんKY7ん2M0Gむ
HE-KA3BK.N5N!-	へ-か3BK.ん5ん!-
HEKIU!.81MNTKE	へきう!.81MんTけ
HEKISU8B!!KNGZ	へきす8B!!KんGZ
HEKINUN-E39-7E	へきぬん-え39-7え
HEKINE4UPN0K0-	へきね4うPん0K0-
HEGYUD0EI!8I.M	へぎゅD0えい!8い.M
HEKYOEN7ND!NT0	へきょえん7んD!んT0
HEGINK3S09MTJ-	へぎんK3S09MTJ-
HEKI-NW3BUTSU.	へき-んW3ぶTす.
HEGUE7!IHGN9Y-	へぐえ7!いHGん9Y-
HE-KE!4AN!JYGZ	へ-け!4あん!JYGZ
HEKEI5UN9Y7MGZ	へけい5うん9Y7MGZ
HEGEI-N-9YM18G	へげい-ん-9YM18G
HEGEU78UNWIM9M	へげう78うんゐM9M
HE-KOJBMN59N!U	へ-こJBMん59ん!う
HESA-DKN3!MN8-	へさ-DKん3!Mん8-
HESA-M5K-SWN-Z	へさ-M5K-SWん-Z
HE-ZIG-KU1KSUR	へ-じG-く1KすR
HE-SI.EHT0--KS	へ-し.えHT0--KS
HE-ZIESG99M9JG	へ-じえSG99M9JG
HEZIEWZNURRUD!	へじえWZぬRるD!
HEJA.!EMD.4M8-	へじゃ.!えMD.4M8-
HEJAN2-KM4NT.0	へじゃん2-KM4んT.0
HEJUKGJ5MM6-4-	へじゅKGJ5MM6-4-
HEJUMGY.4HTPS-	へじゅMGY.4HTPS-
HEJUMBE9T9JM.0	へじゅMべ9T9JM.0
HEJUAK!0MIUNR!	へじゅあK!0みうんR!
HEJUAM3D0!YM.M	へじゅあM3D0!YM.M
HEJU.E9JMW5MD!	へじゅ.え9JMW5MD!
HEJO03M.GDKM!-	へじょ03M.GDKM!-
HEJIN3--3!TING	へじん3--3!ちんG
HESUAR-TYK3ZTU	へすあR-TYK3Zつ
HESUUAIW4-G.K-	へすうあいW4-G.K-
HESUJIB!W.G-UR	へすじB!W.G-うR
HEZURU2EYSWTD.	へずる2えYSWTD.
HESUNTZRYPT1YG	へすんTZRYPT1YG
HEZEOI-BT-.M.0	へぜおい-BT-.M.0
HEZEKUNK79GOM!	へぜくんK79ごM!
HETIUNMNI83-9E	へちうんMに83-9え
HE-TYOKR!UAUSU	へ-ちょKR!うあうす
HETUAU9PSWK-UU	へつあう9PSWK-うう
HETUEJEI89YNM!	へつえJえい89YんM!
HETUNB7!N8KIGZ	へつんB7!ん8きGZ
HETENAM3!Y0NKY	へてなM3!Y0んKY
HENAAY0!TK.KG!	へなあY0!TK.KG!
HENINR0BA!G9.-	へにんR0ば!G9.-
HE-NU8SDEKJM7!	へ-ぬ8SDえKJM7!
HENU-S2PURZDYS	へぬ-S2ぷRZDYS
HENUO!DG8MH!K-	へぬお!DG8MH!K-
HE-NE90!.U8632	へ-ね90!.う8632
HENEUISTPYW9.G	へねういSTPYW9.G
HENEEMN7J8K!K-	へねえMん7J8K!K-
HENEJU!82YMDMZ	へねじゅ!82YMDMZ
HENEHUN79M9-PG	へねふん79M9-PG
HE-NORNYUOD-5M	へ-のRにゅおD-5M
HENO-ISM-YZ!ES	への-いSM-YZ!えS
HEPUUDERZ-PZ9U	へぷうDえRZ-PZ9う
HEBUUSYP-G1R.-	へぶうSYP-G1R.-
HEPUORMGS-T8YU	へぷおRMGS-T8ゆ
HEBUJUZPZRT!UR	へぶじゅZPZRT!うR
HEHUNGM9.BI59-	へふんGM9.び59-
HE-HEI!U9NMR8G	へ-へい!う9んMR8G
HEBEN-YSD9!JN0	へべん-YSD9!Jん0
HE-MI.9GB3MZ8G	へ-み.9GB3MZ8G
HE-MI9YGG.H75G	へ-み9YGG.H75G
HEMIUG.H!8DKT0	へみうG.H!8DKT0
HEMIE47J5M.N.R	へみえ47J5M.ん.R
HEMIE9.1GYJUM!	へみえ9.1GYじゅM!
HEMIMEU8S9I9.G	へみめう8S9い9.G
HEMYU6KPSMBUU.	へみゅ6KPSMぶう.
HEMINK8U2Z!B.G	へみんK8う2Z!B.G
HEMUROYTZKERN0	へむろYTZけRん0
HE-MEG9J5YJWG!	へ-めG9J5YJWG!
HEMEA7YG9E.9.M	へめあ7YG9え.9.M
HEMEI6TZH-T-U.	へめい6TZH-T-う.
HEMEUTDYUH9O.-	へめうTDゆH9お.-
HE-MENU784DH.M	へ-めぬ784DH.M
HEYAU.I3T-RTSU	へやう.い3T-RTす
HEYAUUD0W-RTSU	へやううD0W-RTす
HEYOE9N!B.N9EM	へよえ9ん!B.ん9えM
HERINM!Z6NRE9G	へりんM!Z6んれ9G
HERUO0TRTDZU-J	へるお0TRTDず-J
HERUPUW4MZSGYS	へるぷW4MZSGYS
HEWIUZMBZGTZ!Z	へゐうZMBZGTZ!Z
HEWIEG.E3NK!9-	へゐえG.え3んK!9-
HEN-2H8YGDNE!-	へん-2H8YGDね!-
HEN-2TDHNE89.M	へん-2TDHね89.M
HEN-4N8IKNOT5M	へん-4ん8いKのT5M
HE-N5KEWYI9N5G	へ-ん5けWYい9ん5G
HE-N6.D!TI3MJG	へ-ん6.D!ち3MJG
HE-N8M4ZP0GKKE	へ-ん8M4ZP0GKけ
HE-N8!EPMNJ2D.	へ-ん8!えPMんJ2D.
HE-N90BBEK0NYU	へ-ん90BべK0にゅ
HE-N-.DMGD90H1	へ-ん-.DMGD90H1
HE-NG4WRPSSSYU	へ-んG4WRPSSしゅ
HE-NG64NMKE7YS	へ-んG64んMけ7YS
HEN-GD-0JK6PG!	へん-GD-0JK6PG!
HE-NJ2BNUJ7G-!	へ-んJ2BぬJ7G-!
HE-NJ-5.BE4K8M	へ-んJ-5.べ4K8M
HE-NJJY02G9TEM	へ-んJJY02G9てM
HE-NJM.UM0K4B1	へ-んJM.うM0K4B1
HE-NK0J-2M8GBU	へ-んK0J-2M8Gぶ
HE-NK4NGH.2W5M	へ-んK4んGH.2W5M
HE-NKJK5SZM29G	へ-んKJK5SZM29G
HE-NKSN027TKJG	へ-んKSん027TKJG
HE-NM5WZMOSEY-	へ-んM5WZもせY-
HE-NM64G9KSTHN	へ-んM64G9KSTHん
HE-NMK85J5NRIT	へ-んMK85J5んりT
HE-NSGW-HT-HT0	へ-んSGW-HT-HT0
HE-NTBJ30M3KM.	へ-んTBJ30M3KM.
HE-NYIME3KG9S0	へ-んYいめ3KG9S0
HE-N.YKE7JED!5	へ-ん.Yけ7JえD!5
HEN-AD10!KN-D.	へん-あD10!Kん-D.
HEN-AERW!.PRNU	へん-あえRW!.PRぬ
HEN-IBK8UY0!EG	へん-いBK8うY0!えG
HE-N.EG909KTHB	へ-ん.えG909KTHB
HEN-OK7--EZSE-	へん-おK7--えZせ-
HENKAZN!D.MT91	へんかZん!D.MT91
HENGIMKU5J75-Y	へんぎMく5J75-Y
HE-NKEY0Z79GBG	へ-んけY0Z79GBG
HENZU0N9509P91	へんず0ん9509P91
HE-NZE88-M2DKG	へ-んぜ88-M2DKG
HENSO6T.RTDUTY	へんそ6T.RTDうTY
HENTI59.ATKKN0	へんち59.あTKKん0
HENNI6D-!UAG9-	へんに6D-!うあG9-
HENNIT7DNZ5K9S	へんにT7DんZ5K9S
HENNIIMSR9G09S	へんにいMSR9G09S
HEN-PARKTG8ZU-	へん-ぱRKTG8ず-
HENPE.INP.RT5Y	へんぺ.いんP.RT5Y
HENMA48-K-9EGZ	へんま48-K-9えGZ
HENMEGP8!PYKN0	へんめGP8!PYKん0
HENMO!N8WSKGD!	へんも!ん8WSKGD!
HENRIM5GNI70YU	へんりM5Gに70ゆ
HENRII59G0WGN-	へんりい59G0WGん-
HENWE!--ZZSD-A	へんゑ!--ZZSD-あ
HENN7-HG7SDNR!	へんん7-HG7SDんR!
HENN7N2ZME8DTY	へんん7ん2Zめ8DTY
HENN!8B5SKIUK-	へんん!8B5SきうK-
HENN9A!UWIME9U	へんん9あ!うゐめ9う
HENN9UWEDHM!5Y	へんん9うゑDHM!5Y
HENN9EI-TY54HN	へんん9えい-TY54Hん
HE-NNDM96JT-3E	へ-んんDM96JT-3え
HENND-W3.--ZRA	へんんD-W3.--Zら
HENN!G9EBIRW.0	へんん!G9えびRW.0
HENNJ1NTD!S7MY	へんんJ1んTD!S7MY
HENNP6M5MYJUD!	へんんP6M5MYじゅD!
HENNPK-7AG3N-!	へんんPK-7あG3ん-!
HENNY!JYE2D5MZ	へんんY!JYえ2D5MZ
HENNYTB0H3-ND!	へんんYTB0H3-んD!
HENNZ!!K8BKOTG	へんんZ!!K8BこTG
HENNZR8JGM2B!-	へんんZR8JGM2B!-
HENNZ!BA.4YE9M	へんんZ!ば.4Yえ9M
HO--ZSEHN!--DE	ほ--ZせHん!--Dえ
HOAGUM!9M.J!NB	ほあぐM!9M.J!んB
HOANURT1NUR-T-	ほあぬRT1ぬR-T-
HOI-4RKE.G-EUZ	ほい-4Rけ.G-えうZ
HO-IJ.MTTZZM5E	ほ-いJ.MTTZZM5え
HOIU39ETMNJNM!	ほいう39えTMんJんM!
HOIU-GTWIRG0G.	ほいう-GTゐRG0G.
HOINU!TORURZTG	ほいぬ!とるRZTG
HOIMA.KND5!N!U	ほいま.KんD5!ん!う
HOIND9-UNHGM!5	ほいんD9-うんHGM!5
HOINNTKT3.TTJS	ほいんんTKT3.TTJS
HOUAH4UKG-N-T-	ほうあH4うKG-ん-T-
HOUAT.NBGY0TK-	ほうあT.んBGY0TK-
HOUU49D33554U.	ほうう49D33554う.
HOUUDSET2.RI.-	ほううDせT2.り.-
HOUU-MRZBE4.RS	ほうう-MRZべ4.RS
HOUUTSI9SS-RKG	ほううTし9SS-RKG
HOUUU!475R1N05	ほううう!475R1ん05
HOUUOMKSUUPRM!	ほううおMKすうPRM!
HOUURU1KDEZ-T-	ほううる1KDえZ-T-
HO--UUREYGRBS0	ほ--ううれYGRBS0
HOUEDS!0K!JNKM	ほうえDS!0K!JんKM
HOUE-P-UPPNUN4	ほうえ-P-うPPぬん4
HOUET3MYIWUTUU	ほうえT3MYいWうつう
HOUET9USRIUE-Y	ほうえT9うSりうえ-Y
HOUET-I8PUDTU.	ほうえT-い8ぷDつ.
HOUOBKT5.YMTUU	ほうおBKT5.YMつう
HOUOMT4ZGBUYU-	ほうおMT4ZGぶゆ-
HOUZUERRT.7MPG	ほうずえRRT.7MPG
HOUTEDYYE3.TS-	ほうてDYYえ3.TS-
HOUBUP-U.TY5KE	ほうぶP-う.TY5け
HOUPURK-UEZM2U	ほうぷRK-うえZM2う
HOUMARNTR!P.SU	ほうまRんTR!P.す
HOUYUG-G-B4OS-	ほうゆG-G-B4おS-
HOURUG4JMD4N5Y	ほうるG4JMD4ん5Y
HOUN2GYT-O-MJG	ほうん2GYT-お-MJG
HOUN4YDD9SG8TG	ほうん4YDD9SG8TG
HOUNKW0M2NGK5M	ほうんKW0M2んGK5M
HOUNSNDK49R4SG	ほうんSんDK49R4SG
HOE-90NNAGYDM!	ほえ-90んなGYDM!
HOE-M40D!.JMGJ	ほえ-M40D!.JMGJ
HOE-MGKE89NM3-	ほえ-MGけ89んM3-
HO-EPG5.RDZUTY	ほ-えPG5.RDずTY
HOE-T5N!NDJK8M	ほえ-T5ん!んDJK8M
HO-EYDMYG1S-G.	ほ-えYDMYG1S-G.
HO-E!I5N00505Y	ほ-え!い5ん00505Y
HOEIT--0ESNYMZ	ほえいT--0えSんYMZ
HO-EU83T4Onmc0	ほ-えう83T4おナムコ0
HOEU9WRUT.MOTG	ほえう9WるT.もTG
HOEUGT4GKJ9R9U	ほえうGT4GKJ9R9う
HOEUS.-3UMRRIT	ほえうS.-3うMRりT
HOEUT2.ZG-RDYS	ほえうT2.ZG-RDYS
HOEU-TGUSRA-9Y	ほえう-TぐSら-9Y
HOEUZG!KM!JI9G	ほえうZG!KM!じ9G
HOE-EKUM95KKN0	ほえ-えくM95KKん0
HOETIUUZBRR.U!	ほえちううZBRR.う!
HOEBUYT..4S-PG	ほえぶYT..4S-PG
HOEN!JN4-U!AKM	ほえん!Jん4-う!あKM
HOENM!0!9650SS	ほえんM!0!9650SS
HOO-2MDTZ.RUGU	ほお-2MDTZ.るぐ
HOO-GGNJ8Z.NSY	ほお-GGんJ8Z.んSY
HOO-TG-U4NYPSG	ほお-TG-う4んYPSG
HOO-ZMYTMSMNE0	ほお-ZMYTMSMね0
HOOKUWTSTDNU!U	ほおくWTSTDぬ!う
HOOYU-DPMGT5U.	ほおゆ-DPMGT5う.
HOGIU--UNEWD5Y	ほぎう--うねWD5Y
HOGE-9JMN8!-DE	ほげ-9JMん8!-Dえ
HOGEI-09D0UNKM	ほげい-09D0うんKM
HOJIUGEN!Y!5KM	ほじうげん!Y!5KM
HOJIGED!!NTK.0	ほじげD!!んTK.0
HOJUGD-BUSI!.-	ほじゅGD-ぶし!.-
HOJURUDZ2SMUT-	ほじゅるDZ2SむT-
HOSU-ZDTS4YNBU	ほす-ZDTS4Yんぶ
HOSUSAR-T.-4KG	ほすさR-T.-4KG
HOSUTUMWS4YNBU	ほすつMWS4Yんぶ
HOZUPU7RGGTTJ-	ほずぷ7RGGTTJ-
HOZENM3IUK4NM!	ほぜんM3いうK4んM!
HOTUGE6GUW-RTY	ほつげ6ぐW-RTY
HOTE-YGR5.PB.U	ほて-YGR5.PB.う
HOTE-TUP.R.AN4	ほて-つP.R.あん4
HONIND0Y2M0GMU	ほにんD0Y2M0Gむ
HONU-DTITHU3N-	ほぬ-Dちてゅ3ん-
HONUUI9ETTSPYU	ほぬうい9えTTSPゆ
HONUKE96MDE.M!	ほぬけ96MDえ.M!
HO-NUNT8Y.-BMA	ほ-ぬんT8Y.-Bま
HONEI-4B.!N!GJ	ほねい-4B.!ん!GJ
HONOUDT5WUT-D.	ほのうDT5WうT-D.
HOBAPU!YN-.MUG	ほばぷ!Yん-.むG
HO-BUG-BU3-RUZ	ほ-ぶG-ぶ3-るZ
HOBUUKNUUPT2-Z	ほぶうKぬうPT2-Z
HOBUE-G!YNWYSG	ほぶえ-G!YんWYSG
HOBUTU0YDK-SSU	ほぶつ0YDK-Sす
HOPEUSUR-3D-N-	ほぺうすR-3D-ん-
HOMERUSP.M3UTY	ほめるSP.M3うTY
HOMERUSRNP0UTY	ほめるSRんP0うTY
HOYUE8MPUSRGT-	ほゆえ8MぷSRGT-
HOYUTYEB1NT-UU	ほゆちぇB1んT-うう
HOYOGUG-.T5YBT	ほよぐG-.T5YBT
HORUEY.MSPT.2G	ほるえY.MSPT.2G
HOWENI-STEM.0-	ほゑに-SてM.0-
HOWON6GKZNNUU.	ほをん6GKZんぬう.
HO-N00T!ME1805	ほ-ん00T!め1805
HO-N9GIN1M4GMZ	ほ-ん9ぎん1M4GMZ
HO-NB9ZNMJG5D!	ほ-んB9ZんMJG5D!
HO-NBD-ZUUP3TU	ほ-んBD-ずうP3つ
HO-NK!GAM.8ED!	ほ-んK!がM.8えD!
HO-NM8R!AENND!	ほ-んM8R!あえんんD!
HON-SKK5MM82NG	ほん-SKK5MM82んG
HO-NW2UUTBPUG.	ほ-んW2ううTBぷG.
HONGI.HKG4-5M!	ほんぎ.HKG4-5M!
HONGE0N9JYTBM!	ほんげ0ん9JYTBM!
HONZIG!UGA9M9M	ほんじG!うが9M9M
HONNURWS8H.EN.	ほんぬRWS8H.えん.
HONBU3MN-J!M9E	ほんぶ3Mん-J!M9え
HONRUTT.ZBTA9U	ほんるTT.ZBた9う
HONNK!RMWG2EN0	ほんんK!RMWG2えん0
HONNM006KDD-TG	ほんんM006KDD-TG
HONNMNM!3DYA5-	ほんんMんM!3Dや5-
HONNZB!94-NEKE	ほんんZB!94-ねけ
HONNNBY2EM.!9E	ほんんんBY2えM.!9え
