444.RN.DA.ACE-	444.Rn.だ.ace-
BYKRYEMOLL5SU.	by Kr ye moll 5 す.
BYMUPOGLUTOZ9U	by むぽ glut Oz 9 う
!-BYNEECL79UHN	!-by ねえ Cl 79 uh ん
BYNLA09LS.IGD!	by ん la 09 ls.い Gd!
-BYRDDU9!FU0DA	-Byrd づ 9! ふ 0 だ
BYRUNG733FRNEX	by rung 733 Fr ん ex
BYSNLE!39JIEM.	by Sn Le! 39 じ em.
CA0-4N0-JIRNEM	Ca 0-4 ん 0-じ Rn em
.-.CA0NDKE7AM!	.-.Ca 0 Nd け 7 am!
CA0NPNNIZED!9-	Ca 0 Np んに zed! 9-
CA35I200.N!5YU	Ca 35 い 200.ん! 5 ゆ
!!CA8LA-RNMNYE	!! Ca 8 la-Rn Mn ye
!CA9MNNIPGA-.0	! Ca 9 Mn nip が-.0
-CADIECL0N!9.-	-cad いえ Cl 0 ん! 9.-
CA.KI!MNPE0RN0	Ca.き! Mn ぺ 0 Rn 0
!CA.KW8KE!UMLE	! Ca.kW 8 け! um Le
CAN5I-UILK3!N-	can 5 い-う ilk 3! ん-
CAN7EIAN!U9-N-	can 7 え Ian! う 9-ん-
CANDU3NOR49MU-	can づ 3 nor 49 む-
CA!N-MEL9AYN3-	Ca! ん-Mel 9 ay ん 3-
CANU2-90MNIAM.	can う 2-90 Mn い am.
-CAOSYU0FRRE.-	-Ca Os ゆ 0 Fr れ.-
.CASNI4WM-AUU-	.Ca Sn い 4 Wm-Au う-
CAT4ISURSUH-.-	cat 4 is う rs uh-.-
CATN!8U0JIM.IF	cat ん! 8 う 0 Jim.if
CAU!!8GE.!662U	Ca う!! 8 げ.! 662 う
CAU.N.44I4RYEE	Ca う.ん.44 い 4 rye え
CD00!5-38KUAS0	Cd 00! 5-38 く as 0
CD03YEGUJIUR4-	Cd 03 ye ぐじ Ur 4-
--CD0AISZRRUSU	--Cd 0 あ is Zr るす
CD.0UU702O052U	Cd.0 うう 702 お 052 う
!CD30.-.-US6O1	! Cd 30.-.-us 6 お 1
.CD3FUR19NDHU-	.Cd 3 fur 19 Nd ふ-
CD44UJUWUI.5KE	Cd 44 うじゅ Wu い.5 け
CD45FLYCR8JUU-	Cd 45 fly Cr 8 じゅう-
CD4SIUICU04NYU	Cd 4 しうい Cu 04 にゅ
CD--4UUNPN43JA	Cd--4 うう Np ん 43 じゃ
CD5-N.IKE0A7N-	Cd 5-ん.Ike 0 あ 7 ん-
CD7!NN.N0BAZIT	Cd 7! んん.ん 0 ば zit
CD80IDENDJU-9U	Cd 80 id end じゅ-9 う
CD99AUR.EGOG9-	Cd 99 あ Ur.え Gog 9-
CDCU.2UMDB08YU	Cd Cu.2 um dB 08 ゆ
CD!DYUAA8GU9U-	Cd! ぢゅああ 8 ぐ 9 う-
CDES8BII.N0N!-	Cd es 8 びい.ん 0 ん!-
CDFAD88-U5RNYU	Cd fad 88-う 5 Rn ゆ
CDGOO90ND4NTYU	Cd goo 90 Nd 4 んちゅ
-CD-HA4U3DU.N4	-Cd-は 4 う 3 づ.ん 4
CDI6!.NPNGILT0	Cd い 6!.Np ん gilt 0
CDI7ZOTUTY.ESU	Cd い 7 ぞつ Ty.es う
CDIKO.4FEU3.9U	Cd いこ.4 Fe う 3.9 う
CDINTO3UJUG49-	Cd into 3 う jug 49-
CD.IUTAD1N4.9U	Cd.いう tad 1 ん 4.9 う
CDJIG094RNPUSU	Cd jig 094 Rn pus う
CDJU5UYAN4!RYE	Cd じゅ 5 うやん 4! rye
CDKRCUMU271NU.	Cd Kr Cu む 271 ぬ.
CDLICLLIUU8!!-	Cd Li Cl Li うう 8!!-
CDLIHZNDGS8!!-	Cd Li Hz Nd gs 8!!-
CDN7!YEVANEN!-	Cd ん 7! ye vane ん!-
CDNOEL!I!NXE9-	Cd noel! い! ん Xe 9-
CDOWGOTUETY0.-	Cd ow got うえ Ty 0.-
CDPAP.3MU9NUN4	Cd pap.3 む 9 nun 4
CDRN4DEA7UR..0	Cd Rn 4 であ 7 Ur..0
.CDRURI84CU0EM	.Cd るり 84 Cu 0 em
CDSH49GA9KU-UU	Cd sh 49 が 9 く-うう
CDSUDU896NDTYE	Cd すづ 896 Nd Ty え
CDTH6HUNMGM!8-	Cd Th 6 Hun MGM! 8-
CDU6!65480TSSU	Cd う 6! 65480 ts す
CDUFR-EJON489U	Cd う Fr-え Jon 489 う
CDUI4NCD7!.NON	Cd うい 4 ん Cd 7!.non
CDWE6ND-34GUYU	Cd we 6 Nd-34 guy う
CD-YUA4IU1NUN4	Cd-ゆあ 4 いう 1 nun 4
!-CHE7NNN2HGTY	!-Che 7 んんん 2 Hg Ty
CHI0DU.!4HEMN-	ち 0 づ.! 4 hem ん-
CHU0E00492N-1U	ちゅ 0 え 00492 ん-1 う
CHU8OUMETTYPU-	ちゅ 8 おう met Ty ぷ-
CHU-N9EHN!OMD!	ちゅ-ん 9 eh ん! お Md!
CI0KEMDYA.!.0E	Ci 0 け Md や.!.0 え
CI!0U4EEO093.0	Ci! 0 う 4 ええお 093.0
CI1!8GINZU-NIF	Ci 1! 8 gin ず-ん if
CI.1NE44RIRNUU	Ci.1 ね 44 り Rn うう
CI.2GD3ICUR!U.	Ci.2 Gd 3 い cur! う.
.CI2IFNA2-.NN0	.Ci 2 if な 2-.んん 0
CI3IFN-SIN.2N0	Ci 3 if ん-sin.2 ん 0
CI5E!NIAIN9-U.	Ci 5 え! にあ in 9-う.
CI64-U9GUGADYU	Ci 64-う 9 ぐ gad ゆ
.CI8EDTSLYXTE-	.Ci 8 Ed ts LyX て-
CI98EDU.PDSUN4	Ci 98 Ed う.Pd sun 4
!.CI9NNNTHBA5-	!.Ci 9 んん nth ば 5-
CI.BENI0U82MN-	Ci.Ben い 0 う 82 Mn-
CIDNE8I7.-NET0	Cid ね 8 い 7.-net 0
CIE47YE!NNEH.-	Ci え 47 ye! んん eh.-
.CI-HGMSN42IN0	.Ci-Hg ms ん 42 in 0
CII!FLUN0.CA9-	Ci い! flu ん 0.Ca 9-
CI!IIT90EUNNEX	Ci! い it 90 えうんん ex
CI.I!LEN5IIU9U	Ci.い! Len 5 いいう 9 う
CI-!KAI.5NMN1U	Ci-! かい.5 ん Mn 1 う
!CIKSZUNIS-AUR	! Ci ks ずん is-あ Ur
!-!CIKU8NE-AAN	!-! Ci く 8 ね-あ an
.CIMA2LI.8!MGU	.Ci ま 2 Li.8! Mg う
CIMNO07NEID.U!	Ci Mn お 07 ね id.う!
CIMUE7NKU0-8MA	Ci むえ 7 んく 0-8 ま
.CI!N4MGHIHU5-	.Ci! ん 4 Mg ひふ 5-
CIN7KUGISIN05-	Ci ん 7 くぎ sin 05-
CIN-HEU0MIN92U	Ci ん-へう 0 みん 92 う
CINMN.1LA4!KS-	Ci ん Mn.1 la 4! ks-
-CINND1UN!6-MA	-Ci ん Nd 1 うん! 6-ま
CINNEOK2MN8-5-	Ci んね OK 2 Mn 8-5-
CINPH!GI5KE.!.	Ci ん pH! ぎ 5 け.!.
CINPMSKENN604-	Ci Np ms ken ん 604-
-CINRSUO7EPUU-	-Ci ん rs うお 7 えぷう-
CI.NU9MNE16MIT	Ci.ぬ 9 Mn え 16 MIT
!CINUULAKIM30-	! Ci ぬう la Kim 30-
CIRNDURUHG579U	Ci Rn づる Hg 579 う
CIROTYFEW0ZUUU	Ci ろ Ty few 0 ずうう
CITIN6N30.MGIT	Ci tin 6 ん 30.Mg it
CIUUDB3ND1!.YU	Ci うう dB 3 Nd 1!.ゆ
CL.0!LOW75E0!5	Cl.0! low 75 え 0! 5
CL1!U0492.EX0E	Cl 1! う 0492.ex 0 え
CL4MI.99HELEU-	Cl 4 み.99 へ Le う-
CL-!520HZON0!5	Cl-! 520 Hz on 0! 5
CL5ICIUNJU!WM!	Cl 5 い Ci うんじゅ! Wm!
CL8ISMI.KU9!EE	Cl 8 ism い.く 9! ええ
!CL8NUMCI8-MAT	! Cl 8 ぬ MCI 8-mat
CL!94CUN56-O05	Cl! 94 Cu ん 56-お 05
CL9!AHNMN2-.BU	Cl 9! ah ん Mn 2-.ぶ
CL-9!NACIMS7NU	Cl-9! な Ci ms 7 ぬ
CLA7..!!CIRNEM	Cl あ 7..!! Ci Rn em
CLAMN.I!5KWNU2	clam ん.い! 5 kW ぬ 2
CLBYTI9ZU.SEYE	Cl by ち 9 ず.せ ye
CLE2NN.OIIN4!-	Cl え 2 んん.おい in 4!-
CLEM9A8NSIYUM!	Clem 9 あ 8 んし yum!
CLFR-EMNIP88N0	Cl Fr-em nip 88 ん 0
CL.!HGA1N-MD9-	Cl.! Hg あ 1 ん-Md 9-
CLI.9IBMU8.5EM	Cl い.9 IBM う 8.5 em
CLII0O9NEN.FR!	Cl いい 0 お 9 ねん.Fr!
CLII.N56DU2MN-	Cl いい.ん 56 づ 2 Mn-
CLIMD96.WMUGE0	Cl い Md 96.Wm うげ 0
CLISM7.A!NN9BU	Cl ism 7.あ! んん 9 ぶ
CLKEU00DBN-6MY	Cl けう 00 dB ん-6 my
!CLMD8RO!IN.LE	! Cl Md 8 ろ! in.Le
CLMY3.WM1MGHG!	Cl my 3.Wm 1 Mg Hg!
CLN.06EDFRMI8-	Cl ん.06 Ed Fr み 8-
CLN07GAMD-.1MY	Cl ん 07 が Md-.1 my
CLN8MA-8FU8-IF	Cl ん 8 ま-8 ふ 8-if
CLN.91UEKIMIT0	Cl ん.91 うえ Kim it 0
CLN.IIFLY2RN05	Cl ん.いい fly 2 Rn 05
.CLO!2TU55189U	.Cl お! 2 つ 55189 う
.CLROWEUIT7TUU	.Cl Rowe う it 7 つう
--CLSOMNDON3TY	--Cl そ Mn don 3 Ty
!CLUH93LE-MYKE	! Cl uh 93 Le-my け
CLU!IF06NDI.YE	Cl う! if 06 Nd い.ye
CLUR!BI2LIN.N0	Cl Ur! び 2 Lin.ん 0
CLZI!0ZA02.5!5	Cl じ! 0 ざ 02.5! 5
COD35UKUID-N9U	cod 35 うく id-ん 9 う
!COIN9N.MOE9EM	! coin 9 ん.Moe 9 em
CONUU!OTSPUIMY	con うう! お ts ぷい my
COOO4--ITNUUMU	coo お 4--it ぬ um う
COY1553-0U2N!U	coy 1553-0 う 2 ん! う
COYPLY0FLUUPTU	coy ply 0 flu up つ
!CR0GO.35O045-	! Cr 0 ご.35 お 045-
CR1!004UUA60TU	Cr 1! 004 ううあ 60 つ
CR1N4-GDJI.3TU	Cr 1 ん 4-Gd じ.3 つ
CR49GECAPUN9.-	Cr 49 げ cap うん 9.-
CR4HG.KSDI3!UU	Cr 4 Hg.ks ぢ 3! うう
CR50ROU530ZN!2	Cr 50 ろう 530 Zn! 2
CR51UU65ZN204-	Cr 51 うう 65 Zn 204-
CR570CURO05.!5	Cr 570 cur お 05.! 5
CR64E5!SU576.U	Cr 64 え 5! す 576.う
CR.75RIGGDEX9U	Cr.75 rig Gd ex 9 う
CR7UE0US01485-	Cr 7 うえ 0 us 01485-
CR9-93ARNUTANG	Cr 9-93 あ Rn う tang
CR9BAY9U0.GUDE	Cr 9 bay 9 う 0.ぐで
CRA03U-1.50!2U	Cr あ 03 う-1.50! 2 う
CR!AE!N-KI0NEX	Cr! あえ! ん-き 0 ん ex
CR.GU91EDIU9YE	Cr.ぐ 91 Ed いう 9 ye
CRGUMNE6NII6!-	Cr gum ね 6 にい 6!-
CRGUU94DEHI0YU	Cr ぐう 94 でひ 0 ゆ
.CRIOK!!MNAEN0	.Cr い OK!! Mn あえん 0
CRKE22EYUN3NYU	Cr け 22 えゆん 3 にゅ
-CRLAYS5UMSPYU	-Cr lays 5 um spy う
CRMONCIE!7MN.0	Cr もん Ci え! 7 Mn.0
CR!NARDSND8.U2	Cr! な RDS Nd 8.う 2
CRND!LYX45GAUR	Cr Nd! LyX 45 が Ur
.CROZU-OFTY4LE	.Cr Oz う-of Ty 4 Le
CRRYERA9.NN45E	Cr rye ら 9.んん 45 え
CRTYOU0STYUILE	Cr ちょう 0 sty うい Le
CRU00413ZO5UM!	Cr う 00413 ぞ 5 um!
-CRUHOPN-N2TSU	-Cr う hop ん-ん 2 つ
CRUUN982GAKRE-	Cr ううん 982 が Kr え-
CRYO.-SEKSE7TU	cry お.-せ ks え 7 つ
-CRZAATI.TSU9U	-Cr ざ at い.つ 9 う
CS01NN!926U.2E	cs 01 んん! 926 う.2 え
CS109-53U3A!U-	cs 109-53 う 3 あ! う-
CS11!NA!3N0.4-	cs 11! な! 3 ん 0.4-
CS1NUZR8253-!5	cs 1 ぬ Zr 8253-! 5
CS1PELS.MYRUTY	cs 1 ぺ ls.my る Ty
CS!28SB6UU.3!5	cs! 28 Sb 6 うう.3! 5
CS30702U28NSTU	cs 30702 う 28 ん Stu
!CS31ON-2U54.0	! cs 31 on-2 う 54.0
CS3!5!.A278USU	cs 3! 5!.あ 278 us う
CS!35OU8IU-3!5	cs! 35 おう 8 いう-3! 5
CS35WU82E!5.3-	cs 35 Wu 82 え! 5.3-
CS!.45.26O9U5E	cs!.45.26 お 9 う 5 え
CS53273I5U!ZU.	cs 53273 い 5 う! ず.
.CS53A70054UTY	.cs 53 あ 70054 う Ty
-CS56!3-85CU2U	-cs 56! 3-85 Cu 2 う
CS5HO04.!34!SU	cs 5 ほ 04.! 34! す
CS8NU!O41755U-	cs 8 ぬ! お 41755 う-
CSAL8MD6-NDN-!	cs Al 8 Md 6-Nd ん-!
CSBIGZI5.NWUTY	cs big じ 5.ん Wu Ty
CSE9.7174U50SU	cs え 9.7174 う 50 す
CSGE46!NWMJIN-	cs げ 46! ん Wm じん-
CSGRADYNU4!8YE	cs Grady ぬ 4! 8 ye
CSGU-1U871!!1U	cs ぐ-1 う 871!! 1 う
CSI2KRUEO-NZN-	cs い 2 Kr うえお-ん Zn-
CSIDZA-UR0PTU.	cs id ざ-Ur 0 Pt う.
CS!IN5WMN9.IGA	cs! in 5 Wm ん 9.いが
CS--IUZROE2RNU	cs--いう Zr おえ 2 Rn う
CSMYSUI5RUAWU-	cs my Sui 5 るあ Wu-
CSN3!9LAI-MINU	cs ん 3! 9 la い-みぬ
CSNMUKRHOW5MU-	cs んむ Kr how 5 む-
CSO4!.911N!EN0	cs お 4!.911 ん! えん 0
CSOMYSTATKS.9U	cs お Myst at ks.9 う
CSORFRWUMI.0SU	cs or Fr Wu み.0 す
CSOUS4E8547!.0	cs お us 4 え 8547!.0
CSRSMYNYUBOTS0	cs rs my にゅぼ ts 0
CSS1!48UPN585-	CSS 1! 48 up ん 585-
CSSU.ORZRMY2EM	CSS う.or Zr my 2 em
CSTHIUP..TIU2U	cs Th い up..ちう 2 う
CSU3!396.5OFT0	cs う 3! 396.5 oft 0
CSU44!UJOO00!5	cs う 44! うじょお 00! 5
CSU6551OU49N!-	cs う 6551 おう 49 ん!-
CSUH6!U5282!UU	cs uh 6! う 5282! うう
CSUSBP6EMY-UYU	cs us BP 6 え my-うゆ
CSZN!MYINN3!BA	cs Zn! my inn 3! ば
CU04237UOZMU05	Cu 04237 う Oz む 05
CU06U.-U907OSB	Cu 06 う.-う 907 お Sb
CU.2I56NNIMYEM	Cu.2 い 56 んに my em
CU2RN-JU7UDAN4	Cu 2 Rn-じゅ 7 うだん 4
CU35UP55!88WE-	Cu 35 up 55! 88 we-
CU38U.PDMIG9BU	Cu 38 う.Pd MiG 9 ぶ
CU42U!85!O.AS0	Cu 42 う! 85! お.as 0
CU4KAKSUN.24KS	Cu 4 か ks うん.24 ks
CU-4NCINNNKW91	Cu-4 ん Ci んんん kW 91
CU530-E408O2U-	Cu 530-え 408 お 2 う-
CU5607AG3!7NU-	Cu 5607 Ag 3! 7 ぬ-
CU5755NLO98-9E	Cu 5755 ん lo 98-9 え
CU!5NTO47OU805	Cu! 5 んと 47 おう 805
-CU5OTO05439N0	-Cu 5 おと 05439 ん 0
CU5!RO10TE93.0	Cu 5! ろ 10 て 93.0
CU87LENI.I9FE-	Cu 87 Len い.い 9 Fe-
CU95SB45.66U5-	Cu 95 Sb 45.66 う 5-
CUA8AUKMD.U44-	Cu あ 8 auk Md.う 44-
!CUALI.ND9IE0-	! Cu Ali.Nd 9 いえ 0-
CU!AM.MI8LIN2U	Cu! am.み 8 Lin 2 う
CUA!NIBNIN6!U-	Cu あ! nib にん 6! う-
CUBI0!4!!2545E	cub い 0! 4!! 2545 え
CUBJU!SOTYZITU	cub じゅ! そ Ty zit う
CUBYMN3-UU43KA	Cu by Mn 3-うう 43 か
CUDDU!8OB4NJU-	cud づ! 8 Ob 4 んじゅ-
CUDEI.IN07N7E-	cud えい.in 07 ん 7 え-
-CUDWO3U-LSUIT	-cud を 3 う-ls う it
CU-E0N-7NE9IKA	Cu-え 0 ん-7 ね 9 いか
.CUEIUI8UR94DE	.cue いうい 8 Ur 94 で
CUFRY3-CAMN39U	Cu fry 3-cam ん 39 う
CUID-.U44UN2JA	Cu id-.う 44 うん 2 じゃ
CUISUS7OFTKW.U	Cu is us 7 oft kW.う
CUIZUZR0TBPEYU	Cu いず Zr 0 Tb ぺゆ
CUKI09MELA-N3-	Cu き 09 Mel あ-ん 3-
CUKUCUBAT997NU	Cu く cub at 997 ぬ
CULIINN87EU!IT	Cu Li inn 87 えう! it
CULLN3IZE4KI-!	cull ん 3 いぜ 4 き-!
CUMANDMIX09-E0	Cu ま Nd mix 09-え 0
CUN-.!E677N581	Cu ん-.! え 677 ん 581
CU-O!03U3!37ES	Cu-お! 03 う 3! 37 es
!.CU-O4!0E311U	!.Cu-お 4! 0 え 311 う
CUO-40U63!05BU	Cu お-40 う 63! 05 ぶ
CUOW55N45028U-	Cu ow 55 ん 45028 う-
!CUOXMSPDTAU.-	! Cu ox ms Pd たう.-
CUR92ASKNNRU9E	cur 92 ask んんる 9 え
CURPAYRIGU2UU.	cur pay rig う 2 うう.
CUSHYUMDKS0ZIT	cushy う Md ks 0 zit
CUSU-THUH4ZRIT	Cu す-Th uh 4 Zr it
CUT185O-N30!2U	cut 185 お-ん 30! 2 う
CU!!TBNI0U7202	Cu!! Tb に 0 う 7202
CUTLIP7UPTNO.U	cut lip 7 う Pt の.う
CUTSU0!82UM361	cuts う 0! 82 um 361
CUTSUOH-MIUP9U	cuts う oh-み up 9 う
CUTY4.E4AKONN4	Cu Ty 4.え 4 あこんん 4
CU-TYOUS9HEITU	Cu-ちょ us 9 へ it う
CUU!0251O37NU-	Cu う! 0251 お 37 ぬ-
!CUU92RN.DAAD.	! Cu う 92 Rn.だ ad.
CUU95FR567.O05	Cu う 95 Fr 567.お 05
CU!UA059WO559U	Cu! うあ 059 を 559 う
CVS6RN554!35U-	CVS 6 Rn 554! 35 う-
DA0LS-9NKEYHG!	だ 0 ls-9 ん key Hg!
DA3BULKY2UU.N4	だ 3 bulky 2 うう.ん 4
DA5.FILMYRN6N0	だ 5.filmy Rn 6 ん 0
DA9NCA-..4DUU2	だ 9 ん Ca-..4 づう 2
-DAD4FRES0-!IT	-dad 4 Fr es 0-! it
-DALE9YE!JI5N.	-dale 9 ye! じ 5 ん.
DALI9KSN0NE-3-	Dali 9 ks ん 0 ね-3-
DAN9FU60THNIN-	だん 9 ふ 60 Th にん-
DAN!9ZNAI-LE9U	だん! 9 Zn あい-Le 9 う
.DANK4GS47RUXE	.dank 4 gs 47 る Xe
DAOZU.-PU4ULIT	だ Oz う.-ぷ 4 う lit
DAYNUTCOD39N!U	day nut cod 39 ん! う
DB.AC!N0I-0NKS	dB.Ac! ん 0 い-0 ん ks
DBATFR-E3U!I-!	dB at Fr-え 3 う! い-!
DBCD.8PUN4A.!U	dB Cd.8 pun 4 あ.! う
DBCUMU39CL.9RS	dB Cu む 39 Cl.9 rs
DBEM!-4OFWUMU2	dB em!-4 of Wu む 2
DBO-GILD0.N7N0	dB お-gild 0.ん 7 ん 0
DBTYN60.7LENKE	dB Ty ん 60.7 Len け
DBU7.MD33UCI.U	dB う 7.Md 33 う Ci.う
--DE41TEFLY4IT	--で 41 て fly 4 it
-DE-4MD7OFFZU2	-で-4 Md 7 off ず 2
!DE7KEIN-XE.8E	! で 7 け in-Xe.8 え
DE8-.7ILKMEN1U	で 8-.7 ilk men 1 う
DE9A8.5LIMIMU.	で 9 あ 8.5 Li みむ.
--DEB24N0AFTTY	--deb 24 ん 0 aft Ty
--!DEBTKUIF21U	--! debt く if 21 う
DECDUM84JOY!UU	で Cd um 84 joy! うう
DE.KA!N!E8WMXE	で.か! ん! え 8 Wm Xe
.DELL1NYAWM!N4	.dell 1 にゃ Wm! ん 4
!DE.MN28EMLYXA	! で.Mn 28 em LyX あ
!DEMYU2ZEPBFR!	! でみゅ 2 ぜ Pb Fr!
DE!NCS9HILI.U!	で! ん cs 9 ひ Li.う!
DENEN94WMXEHZ!	den えん 94 Wm Xe Hz!
DENKI3.!0LAKS-	den き 3.! 0 la ks-
-DENLI81MG6KU-	-den Li 81 Mg 6 く-
-DESAXWM3EMYU.	-で sax Wm 3 em ゆ.
DESHMUMNIL699U	で sh mum nil 699 う
DEZNN49LAYAL!-	で Zn ん 49 lay Al!-
DE!ZR-FR4O!EIF	で! Zr-Fr 4 お! え if
DI1NN0!CUSLIMY	ぢ 1 んん 0! Cu slimy
DI!2EMTYUASFR!	ぢ! 2 em ちゅ as Fr!
DI-5HZLSKRCUU-	ぢ-5 Hz ls Kr Cu う-
!DI6KU3-N.AMLE	! ぢ 6 く 3-ん.am Le
DI6!NMGED6.XE-	ぢ 6! ん Mg Ed 6.Xe-
DI9CSCU.-U84DE	ぢ 9 cs Cu.-う 84 で
DI9.OLIZN4LEG!	ぢ 9.お Liz ん 4 leg!
DI!9UHEELIUN8-	ぢ! 9 uh eel いうん 8-
DIAL5NN03INTY-	dial 5 んん 03 in Ty-
DI.CL9MN06TYEE	ぢ.Cl 9 Mn 06 Ty ええ
DI!E2ED!O-FUTY	ぢ! え 2 Ed! お-ふ Ty
DIEXLI!NU79NSE	ぢ ex Li! ぬ 79 んせ
-DIG96UILK0NSE	-dig 96 う ilk 0 んせ
.DIGUMN679ILES	.dig um ん 679 い Les
!DIHG..MA!AL9U	! ぢ Hg..ま! Al 9 う
DINME8A.LA9U!-	din め 8 あ.la 9 う!-
DIN!!NTHAREXN0	din!! nth あ Rex ん 0
DIOZUM1UR-TUXE	ぢ Oz um 1 Ur-tux え
DIS70EN3NULIMY	dis 70 えん 3 ぬ limy
DISFUTY!ZOUAXU	dis ふ Ty! ぞう ax う
-DIUWOLERN0UKS	-ぢうを Le Rn 0 う ks
.DIXLE3E7-!ING	.Dix Le 3 え 7-! ING
!DIXYAPU.USTSE	! Dix yap う.us ts え
DIYUCU91CDNUT0	ぢゆ Cu 91 Cd nut 0
DO0DOCGDU49.N-	ど 0 doc Gd う 49.ん-
DO4DENN.CU73TY	ど 4 den ん.Cu 73 Ty
DO8TUNITUSFOX-	ど 8 tun it us fox-
DOC9UEN0BRR.N4	doc 9 うえん 0 brr.ん 4
.DOEX9USB-RSE-	.ど ex 9 う Sb-rs え-
DOGJIG0YUCU44-	dog jig 0 ゆ Cu 44-
.DOGNTY2TOSEX-	.dog ん Ty 2 と sex-
DOIUPFURZNUO0-	どい up fur Zn うお 0-
-DOKWUS2.UCSE-	-ど kW us 2.う cs え-
DONCU!NPE39DYU	don Cu! Np え 39 ぢゅ
DOSLIUS4I-RSU.	dos Li us 4 い-rs う.
DOU2I3CD.-NUN4	どう 2 い 3 Cd.-nun 4
DOUOFR98GDNN3-	どうお Fr 98 Gd んん 3-
DU3RENNLAY43TY	づ 3 れんん lay 43 Ty
DU85.04!5CLZI1	づ 85.04! 5 Cl じ 1
DU85SLY1O.54!5	づ 85 sly 1 お.54! 5
DUA4DB..N4!AXU	づあ 4 dB..ん 4! ax う
DUCAKI5!ZIMN.0	づ Ca き 5! じ Mn.0
DUCK3E04IKUTUX	duck 3 え 04 いく tux
DUCLNBANWM7!.0	づ Cl ん ban Wm 7!.0
DUG89URZA-CD9E	dug 89 Ur ざ-Cd 9 え
DUH4SOCRUFR.YU	duh 4 そ Cr う Fr.ゆ
!!DU.I9EMHANXE	!! づ.い 9 em Han Xe
DUILI52EHN9.N-	づい Li 52 eh ん 9.ん-
DUKECK4UO91NU-	づ Keck 4 うお 91 ぬ-
DULE..N7I7!NBA	づ Le..ん 7 い 7! んば
DULITPU3SUMOX-	づ lit ぷ 3 sum ox-
DU.MYZU2OFAWSU	づ.my ず 2 of AWS う
DUN3.4NJO9KEIF	dun 3.4 んじょ 9 け if
DU.N9OCUD2-AN4	づ.ん 9 お cud 2-an 4
DUOAXMYSNAUM!-	duo ax my Sn あ um!-
!DU.ORCDB1N.N4	! づ.orc dB 1 ん.ん 4
DURNPI86CD!GUU	づ Rn ぴ 86 Cd! ぐう
DUTIUVIM6UPUSU	づちう vim 6 up us う
DUUU1OF9NKYAN4	づうう 1 of 9 んきゃん 4
DYESZA5UPYXFU-	dyes ざ 5 う pyx ふ-
DYKE83GDOF0UYU	dyke 83 Gd of 0 うゆ
.DYUOXSEBET7U-	.ぢゅ ox せ bet 7 う-
.DYUTSLIBU3OS-	.ぢゅ ts lib う 3 Os-
DYUULADY14E9NU	ぢゅう lady 14 え 9 ぬ
!E0260.CS0IE0-	! え 0260.cs 0 いえ 0-
E02-DIINICUN.0	え 02-ぢ in い Cu ん.0
E!048N.06NREV2	え! 048 ん.06 ん rev 2
!!E052TY39FADS	!! え 052 Ty 39 fads
E05TS!OZ07QOM.	え 05 ts! Oz 07 Qom.
-E-06!7CLU065E	-え-06! 7 Cl う 065 え
E06CRGE5.4!68-	え 06 Cr げ 5.4! 68-
E07..E20!6AL5-	え 07..え 20! 6 Al 5-
!E081OTUCU935-	! え 081 おつ Cu 935-
E-090LSPHE8!05	え-090 ls pH え 8! 05
E0AYJI.GYM4!LE	え 0 ay じ.gym 4! Le
E0CADBKYU.44U.	え 0 Ca dB きゅ.44 う.
.-E0CSU561429U	.-え 0 cs う 561429 う
E0FEZ97UKIKUHN	え 0 fez 97 うき Kuhn
E0!-GIYE9KANXE	え 0!-ぎ ye 9 かん Xe
E-0MO00CA50!8-	え-0 も 00 Ca 50! 8-
E.0MYCI80DIUEM	え.0 my Ci 80 ぢう em
E0!NKIOCILUG9-	え 0! んきお Ci lug 9-
E137ACU0!..N!2	え 137 Ac う 0!..ん! 2
E1!4362UU0U-XE	え 1! 4362 うう 0 う-Xe
!E1.43AX!51UU-	! え 1.43 ax! 51 うう-
E15!XEAU874N!.	え 15! Xe Au 874 ん!.
-E16CL0-500E9-	-え 16 Cl 0-500 え 9-
E1JIM9.MDN0.OF	え 1 Jim 9.Md ん 0.of
E1N0E.LS716!!-	え 1 ん 0 え.ls 716!!-
!E21U.0743SEXU	! え 21 う.0743 sex う
E!22440!OF4NE0	え! 22440! of 4 ね 0
E2-.ICSAZUTYUR	え 2-.い cs あず Ty Ur
-E2N-RUCOYISSU	-え 2 ん-る coy is す
E2O.43XE4050U-	え 2 お.43 Xe 4050 う-
E3.17!3OFT80UU	え 3.17! 3 oft 80 うう
E.!330FA9AU7.0	え.! 330 fa 9 Au 7.0
E33.OLS32!5-9U	え 33.お ls 32! 5-9 う
E375LS38!-CRN0	え 375 ls 38!-Cr ん 0
E39ZEFINN8PIN-	え 39 ぜ Finn 8 pin-
-E3!IRK.I1NNLE	-え 3! irk.い 1 んん Le
E3LINDMD6UH.-!	え 3 Lind Md 6 uh.-!
E3LS!3GA981!.-	え 3 ls! 3 が 981!.-
E3MCIE.-69MNKS	え 3 MCI え.-69 Mn ks
-E3MY..CIOEITU	-え 3 my..Ci おえ it う
E40!AX4UUYO505	え 40! ax 4 ううよ 505
E4!3200ON!JUXE	え 4! 3200 on! じゅ Xe
E4370U1U5-3-XE	え 4370 う 1 う 5-3-Xe
E43MG-PT9AFIT-	え 43 Mg-Pt 9 あ fit-
